Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Temparature Data,Year
Wheat,139,0.001155614,62,0.037011494,0.858728557,2011
Wheat,75,0.530925804,43524,0.037011494,0.955936764,2011
Wheat,76,0.108601445,7949,0.005747126,0.882946519,2011
Wheat,77,0.040499015,2918,0.068965517,0.897410024,2011
Wheat,78,0.169008536,17222,0.037011494,0.898755466,2011
Wheat,79,1.004136573,82858,0.037011494,0.961991255,2011
Wheat,18,0.440643467,45654,0.037011494,0.900437269,2011
Wheat,146,0.893722915,87008,0.040229885,0.978809284,2011
Wheat,150,1.082521339,88052,0.037011494,0.945845947,2011
Wheat,80,0.097321077,6656,0.356091954,0.87790111,2012
Wheat,25,0,0,0.08045977,0.922300706,2012
Wheat,22,0.115561392,9204,0.356091954,0.908846283,2012
Wheat,27,0.604622456,58674,0.356091954,0.95930037,2012
Wheat,20,0.181654629,17045,0.735632184,0.963673058,2012
Wheat,28,0.111398555,8885,0.442528736,0.961318533,2012
Wheat,29,2.85528562,245699,0.482758621,0.998318197,2012
Wheat,1,0.002232436,97,0.356091954,0.949545913,2012
Wheat,31,0.045791202,2671,0.212643678,0.865119408,2012
Wheat,32,0.068548917,3650,0.356091954,0.89539186,2012
Wheat,2,0.079960604,7214,0.247126437,0.939455096,2012
Wheat,82,0.056467498,4221,0.32183908,0.905819038,2012
Wheat,34,0.054366382,3933,0.701149425,0.97645476,2012
Wheat,4,0,0,0.459770115,0.917591658,2012
Wheat,36,0.067498359,3613,0.356091954,0.925664312,2012
Wheat,5,0.000393959,33,0.356091954,0.967036663,2012
Wheat,83,0.849271175,84057,0.356091954,1.006390851,2012
Wheat,6,0.004819435,350,0.333333333,0.963000336,2012
Wheat,7,0.990282337,90695,0.856321839,0.931718803,2012
Wheat,40,0.173210768,12909,0.356091954,0.902119072,2012
Wheat,41,0.006697308,473,0.356091954,0.940800538,2012
Wheat,42,0.00112935,62,0.114942529,0.914900774,2012
Wheat,43,0.18245568,17550,0.356091954,0.889001009,2012
Wheat,44,0.566382141,55108,0.356091954,0.968045745,2012
Wheat,45,0.045173999,2363,0.356091954,0.868483014,2012
Wheat,21,4.406040709,430922,0.620689655,0.939118735,2012
Wheat,8,0.971201576,97422,0.620689655,0.963673058,2012
Wheat,47,0.214891661,15515,0.603448276,0.94786411,2012
Wheat,48,1.72777413,171940,0.356091954,0.934073327,2012
Wheat,23,0.001641497,86,0.356091954,0.966027582,2012
Wheat,9,0.130663165,10295,0.356091954,0.961991255,2012
Wheat,84,0.357465529,32688,0.356091954,0.963673058,2012
Wheat,10,0.017990808,1102,0.954022989,0.911537168,2012
Wheat,52,0.016769534,1107,0.333333333,0.967036663,2012
Wheat,11,0.193368352,15005,0.356091954,0.940127817,2012
Wheat,54,0.050177282,3805,0.356091954,0.931718803,2012
Wheat,55,0.029402495,1552,0.442528736,0.94180962,2012
Wheat,56,0.531464215,52315,0.356091954,0.945173226,2012
Wheat,57,0.56099803,51331,0.356091954,0.957954928,2012
Wheat,58,0,0,0.356091954,0.900773629,2012
Wheat,59,3.566697308,337113,0.356091954,0.973763875,2012
Wheat,60,0.033434012,2493,0.936781609,0.956945846,2012
Wheat,61,0.187590282,17991,0.356091954,0.994954591,2012
Wheat,62,0.069258043,5057,0.356091954,0.899764548,2012
Wheat,63,0.004372948,238,0.356091954,0.926673394,2012
Wheat,64,0.002626395,200,0.356091954,0.969391187,2012
Wheat,65,0.008194353,426,0.356091954,0.950891356,2012
Wheat,66,0.341864741,28064,0.356091954,0.951227716,2012
Wheat,67,0,0,0.356091954,0.908173562,2012
Wheat,68,0.000157584,8,0.017241379,0.858728557,2012
Wheat,69,0,0,0.132183908,0.880255634,2012
Wheat,70,0.616152331,59355,0.063218391,0.966027582,2012
Wheat,13,0.003690085,215,0.356091954,0.964345779,2012
Wheat,14,0.001365726,80,0.356091954,0.92431887,2012
Wheat,72,0.191464215,19032,0.356091954,0.8839556,2012
Wheat,15,0.057491793,4530,0.356091954,0.862092163,2012
Wheat,73,0,0,0.356091954,0.979482005,2012
Wheat,74,0.050347997,3606,0.356091954,0.914900774,2012
Wheat,16,0.09116218,7053,0.356091954,0.974436596,2012
Wheat,85,0.007695338,513,0.482758621,0.980491086,2012
Wheat,24,0.702718319,68573,0.356091954,0.950218634,2012
Wheat,17,0.324031517,23821,0.017241379,0.897073663,2012
Wheat,139,0.001772817,114,0.114942529,0.950218634,2012
Wheat,75,0.007957978,477,0.356091954,0.867810293,2012
Wheat,76,0.035587656,2348,0.356091954,0.948536831,2012
Wheat,77,0.554747209,52635,0.356091954,0.945173226,2012
Wheat,78,1.074090611,107713,0.356091954,0.94786411,2012
Wheat,79,0.24916612,20568,0.356091954,0.939118735,2012
Wheat,18,0.09116218,6698,0.356091954,0.933400605,2012
Wheat,86,0.151372292,13158,0.563218391,0.879582913,2012
Wheat,150,2.236099803,207232,0.954022989,0.865119408,2012
Wheat,80,0.156204859,14270,0.077241379,0.932727884,2013
Wheat,25,0.127721602,10443,0.034482759,0.914228052,2013
Wheat,22,0.168351937,16510,0.057471264,0.929027918,2013
Wheat,27,0.610912672,60535,0.077241379,0.966363942,2013
Wheat,20,0.000144452,7,0,0.988900101,2013
Wheat,28,0.127826658,10806,0.077241379,0.90716448,2013
Wheat,29,0.000761655,26,0.077241379,0.967709384,2013
Wheat,1,0.05022981,3615,0.077241379,0.984527413,2013
Wheat,31,0.002797111,190,0.040229885,0.941136899,2013
Wheat,32,0.040551543,3150,0.017241379,0.960982173,2013
Wheat,2,0.149599475,10565,0,0.954591322,2013
Wheat,82,0.956296783,92475,0.126436782,0.889001009,2013
Wheat,34,0.02877216,2037,0.077241379,0.929364279,2013
Wheat,4,0.045633618,3226,0.034482759,0.94752775,2013
Wheat,36,0.218082731,17153,0.086206897,0.990581904,2013
Wheat,5,0.001221274,39,0.028735632,0.959636731,2013
Wheat,83,2.171332896,198632,0.077241379,0.894046418,2013
Wheat,6,0,0,0.077241379,0.937436932,2013
Wheat,7,0.009757058,710,0.068965517,0.922637067,2013
Wheat,40,0.562521339,54524,0.077241379,0.94786411,2013
Wheat,41,0.002376888,134,0.077241379,0.934073327,2013
Wheat,42,0.035088641,2626,0.097701149,0.919946182,2013
Wheat,43,0.000971766,50,0.077241379,0.999663639,2013
Wheat,44,0.549743926,49489,0.077241379,0.944164144,2013
Wheat,45,0.053972423,2878,0.077241379,0.972754793,2013
Wheat,21,1.74312541,173319,0.077241379,0.932391524,2013
Wheat,8,0.033342088,1956,0.034482759,0.896400942,2013
Wheat,47,0.121076822,10528,0.077241379,0.909182644,2013
Wheat,48,0.013394616,811,0.077241379,0.93609149,2013
Wheat,23,0.04119501,3309,0.077241379,0.906491759,2013
Wheat,9,0.060052528,3984,0.077241379,0.966363942,2013
Wheat,84,0.004018385,205,0.077241379,0.905819038,2013
Wheat,10,0.022928431,1459,0.040229885,0.923309788,2013
Wheat,52,0.008496389,555,0.045977011,0.864446687,2013
Wheat,11,1.262889035,122338,0.077241379,0.907500841,2013
Wheat,54,0.056559422,4283,0.126436782,0.942818702,2013
Wheat,55,1.049848982,102805,0.068965517,0.964345779,2013
Wheat,56,3.677662508,350762,0.08045977,0.88361924,2013
Wheat,57,0.368562049,31188,0.077241379,0.955936764,2013
Wheat,58,0.001483913,122,0.017241379,0.912209889,2013
Wheat,59,0.001812213,97,0.077241379,0.900773629,2013
Wheat,60,0.544977019,53924,0.077241379,0.878910192,2013
Wheat,61,0.235338148,20657,0.077241379,0.970400269,2013
Wheat,62,0.838699934,82128,0.077241379,0.945173226,2013
Wheat,63,0.006316481,495,0.077241379,0.954254961,2013
Wheat,64,0.132790545,12339,0.120689655,1,2013
Wheat,65,0.192974393,15370,0.077241379,0.932727884,2013
Wheat,66,0.000105056,3,0.077241379,0.967709384,2013
Wheat,67,0,0,0,0.951900437,2013
Wheat,68,0.060052528,3115,0.077241379,0.917591658,2013
Wheat,69,0.116217991,8245,0.077241379,1.024217962,2013
Wheat,70,0.014629022,921,0.077241379,0.939455096,2013
Wheat,13,0.107025607,9297,0.08045977,0.915573495,2013
Wheat,14,0.001654629,113,0.077241379,0.955936764,2013
Wheat,72,0.62232436,59773,0.057471264,0.91254625,2013
Wheat,15,0.259697965,20485,0.077241379,0.961318533,2013
Wheat,73,0.063230466,4934,0.103448276,0.878573831,2013
Wheat,74,0.344202232,28745,0.077241379,0.87184662,2013
Wheat,16,0,0,0.011494253,0.96535486,2013
Wheat,85,0.007537754,382,0.077241379,0.915573495,2013
Wheat,24,0.182797111,18352,0.077241379,0.918264379,2013
Wheat,17,0,0,0.077241379,0.900437269,2013
Wheat,139,2.869258043,257287,0.068965517,0.951227716,2013
Wheat,75,0.542705187,49811,0.077241379,0.865119408,2013
Wheat,76,0.089087328,8159,0.051724138,0.960982173,2013
Wheat,77,0.002311228,173,0.077241379,0.997981837,2013
Wheat,78,0.00312541,214,0.077241379,0.982172889,2013
Wheat,79,4.922429416,473852,0.126436782,0.943491423,2013
Wheat,18,0.047603414,4210,0.077241379,0.926000673,2013
Wheat,86,0.953867367,93108,0.077241379,0.981163808,2013
Wheat,150,0.18358503,18097,0.077241379,0.899764548,2013
Wheat,80,0.67767564,66399,0.17816092,0.977127481,2014
Wheat,25,0.540643467,53433,0.14045977,0.923982509,2014
Wheat,22,0.108299409,9672,0.149425287,0.872855701,2014
Wheat,27,0.005016415,276,0.195402299,0.875546586,2014
Wheat,20,0.009573211,810,0.14045977,0.985536495,2014
Wheat,87,0.003939593,124,0.017241379,0.885637403,2014
Wheat,29,0.013854235,853,0.14045977,0.927346115,2014
Wheat,1,0.009192383,623,0.14045977,0.984863774,2014
Wheat,31,0.035627052,2959,0.120689655,0.95930037,2014
Wheat,32,0.00013132,5,0.212643678,0.948536831,2014
Wheat,2,0.045935653,3125,0.086206897,0.937436932,2014
Wheat,82,0.93103086,93684,0.155172414,0.935082408,2014
Wheat,34,0.141694025,13774,0.14045977,0.868483014,2014
Wheat,4,0.000617203,25,0.14045977,0.970400269,2014
Wheat,36,0.525673014,51999,0.14045977,0.923982509,2014
Wheat,5,0.029389363,1771,0.195402299,0.942482341,2014
Wheat,83,4.953998687,478266,0.155172414,0.97107299,2014
Wheat,6,0.048378201,3919,0.17816092,0.990581904,2014
Wheat,7,0.119290873,9925,0.14045977,0.926673394,2014
Wheat,40,0.141588969,9968,0.212643678,0.954254961,2014
Wheat,88,0.046263953,2525,0.14045977,0.945173226,2014
Wheat,42,0.653959291,63220,0.14045977,0.904809956,2014
Wheat,43,0.819041366,81204,0.14045977,0.915909855,2014
Wheat,44,0.085239659,6113,0.14045977,0.968718466,2014
Wheat,21,0.197360473,15893,0.137931034,0.893710057,2014
Wheat,8,0.045082075,3070,0.045977011,0.939118735,2014
Wheat,89,0.000485883,17,0.14045977,0.897073663,2014
Wheat,47,0.007353907,397,0.14045977,0.933400605,2014
Wheat,48,2.139054498,207217,0.137931034,0.922637067,2014
Wheat,23,0.03654629,2822,0.14045977,0.962663976,2014
Wheat,9,0.311648063,27709,0.14045977,0.916582577,2014
Wheat,84,0.000814183,43,0.14045977,0.913891692,2014
Wheat,10,0.04571241,4099,0.14045977,0.87184662,2014
Wheat,52,0.539855548,48261,0.14045977,0.940800538,2014
Wheat,90,1.337426133,126403,0.14045977,0.972754793,2014
Wheat,54,0.098896914,9403,0.109195402,0.954591322,2014
Wheat,55,0.002665791,187,0.14045977,0.952909519,2014
Wheat,56,3.874917925,377541,0.149425287,0.951227716,2014
Wheat,57,0.562442548,57155,0.14045977,0.878910192,2014
Wheat,58,0.166132633,13654,0.086206897,0.95930037,2014
Wheat,59,0.155824032,14023,0.14045977,0.951900437,2014
Wheat,60,2.465594222,228222,0.068965517,0.856037672,2014
Wheat,61,0.049061064,3415,0.24137931,0.934073327,2014
Wheat,12,0.00132633,105,0.08045977,0.891355533,2014
Wheat,182,0.912409718,90176,0.14045977,0.929364279,2014
Wheat,63,1.072186474,103773,0.068965517,0.929027918,2014
Wheat,64,0.003506238,262,0.14045977,0.893037336,2014
Wheat,65,0.21900197,22404,0.14045977,0.956273125,2014
Wheat,66,0.404123441,31289,0.24137931,0.937436932,2014
Wheat,67,1.31E-05,1,0.14045977,0.918937101,2014
Wheat,68,0.205042679,16383,0.14045977,0.934073327,2014
Wheat,69,0.034839133,2670,0.14045977,0.949209553,2014
Wheat,70,0.22751149,22570,0.14045977,0.94180962,2014
Wheat,13,0.002797111,156,0.14045977,0.959636731,2014
Wheat,14,0.058608011,3788,0.14045977,0.944164144,2014
Wheat,72,0.007852922,455,0.14045977,0.856037672,2014
Wheat,15,0.060249508,4525,0.264367816,0.936764211,2014
Wheat,73,0.010282337,716,0.068965517,0.96535486,2014
Wheat,74,0.041562705,2434,0.14045977,0.934409687,2014
Wheat,16,0,0,0.14045977,0.894719139,2014
Wheat,85,0.276953381,22617,0.14045977,0.897073663,2014
Wheat,24,0.242534471,23819,0.14045977,0.954254961,2014
Wheat,17,0.016638214,1323,0.137931034,0.915909855,2014
Wheat,91,0,0,0.166666667,0.983854692,2014
Wheat,75,0.158463559,15427,0.068965517,0.924991591,2014
Wheat,76,0.377531188,36475,0.14045977,0.90716448,2014
Wheat,77,0.036795798,2814,0.14045977,0.986545577,2014
Wheat,78,0.109704531,9951,0.091954023,0.86612849,2014
Wheat,79,0.002429416,167,0.14045977,0.944164144,2014
Wheat,18,0.000315167,23,0.14045977,0.944164144,2014
Wheat,86,0,0,0.189655172,0.976118399,2014
Wheat,19,1.883992121,187325,0.14045977,0.926000673,2014
Wheat,80,0,,0,0.945173226,
